IndividualNumber,ROINumber,ImageLabel,IL_Site,IL_Number,IL_DV,TubeLabel,Event,TaxonCode,Family,Subfamily,Supertribe,Tribe,Subtribe,Genus,Group,SubspeciesEpithet,SpeciesName,Area_SQ_mm_Dorsal,Perimeter_Dorsal,BBWidth_Dorsal,BBHeight_Dorsal,MajorAxis_Dorsal,MinorAxis_Dorsal,Angle_Dorsal,Circ_Dorsal,Feret_Dorsal,IntDen_Dorsal,RawIntDen_Dorsal,FeretX_Dorsal,FeretY_Dorsal,FeretAngle_Dorsal,MinFeret_Dorsal,AR_Dorsal,Round_Dorsal,Solidity_Dorsal,Area_SQ_mm_Ventral,Perimeter_Ventral,BBWidth_Ventral,BBHeight_Ventral,MajorAxis_Ventral,MinorAxis_Ventral,Angle_Ventral,Circ_Ventral,Feret_Ventral,IntDen_Ventral,RawIntDen_Ventral,FeretX_Ventral,FeretY_Ventral,FeretAngle_Ventral,MinFeret_Ventral,AR_Ventral,Round_Ventral,Solidity_Ventral,cIL_Site,cIL_Number,cROINumber,mean_Red_Dorsal,stddev_Red_Dorsal,min_Red_Dorsal,max_Red_Dorsal,intden_Red_Dorsal,skew_Red_Dorsal,kurt_Red_Dorsal,rawintdens_Red_Dorsal,mean_Green_Dorsal,stddev_Green_Dorsal,min_Green_Dorsal,max_Green_Dorsal,intden_Green_Dorsal,skew_Green_Dorsal,kurt_Green_Dorsal,rawintdens_Green_Dorsal,mean_Blue_Dorsal,stddev_Blue_Dorsal,min_Blue_Dorsal,max_Blue_Dorsal,intden_Blue_Dorsal,skew_Blue_Dorsal,kurt_Blue_Dorsal,rawintdens_Blue_Dorsal,mean_Red_Ventral,stddev_Red_Ventral,min_Red_Ventral,max_Red_Ventral,intden_Red_Ventral,skew_Red_Ventral,kurt_Red_Ventral,rawintdens_Red_Ventral,mean_Green_Ventral,stddev_Green_Ventral,min_Green_Ventral,max_Green_Ventral,intden_Green_Ventral,skew_Green_Ventral,kurt_Green_Ventral,rawintdens_Green_Ventral,mean_Blue_Ventral,stddev_Blue_Ventral,min_Blue_Ventral,max_Blue_Ventral,intden_Blue_Ventral,skew_Blue_Ventral,kurt_Blue_Ventral,rawintdens_Blue_Ventral
7,7,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,228.43,156.651,20.364,30.636,25.081,11.596,85.293,0.117,31.931,19416.5,2349400,35.091,132.091,73.629,18.752,2.163,0.462,0.545,221.479,158.829,21.364,32.273,25.053,11.256,91.047,0.11,32.52,18825.7,2277920,37.273,99.182,97.065,18.493,2.226,0.449,0.512,CPER,4,7,48.622,27.566,2,178,1897.85,2.129,5.345,1383536,46.727,26.231,2,176,1823.89,2.231,6.198,1329612,48.328,25.365,2,175,1886.38,2.139,6.206,1375170,45.936,28.902,0,197,1699.01,2.339,7.384,1238576,42.82,27.709,0,195,1583.76,2.472,8.767,1154560,43.178,26.53,0,194,1596.97,2.59,9.885,1164195
12,11,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,177.339,175.307,22,28.909,20.712,10.902,84.612,0.073,31.301,15073.8,1823930,146.636,135.273,67.457,20.368,1.9,0.526,0.466,190.306,160.368,22.727,31.727,21.806,11.112,81.705,0.093,32.078,16176,1957300,154.545,99.273,98.475,18.951,1.962,0.51,0.466,CPER,4,11,52.697,24.286,5,200,1559.31,1.721,4.231,1136733,50.363,22.434,3,202,1490.23,1.675,4.742,1086376,51.382,21.388,3,202,1520.38,1.548,4.873,1108359,44.121,26.513,0,195,1463.02,2.158,6.436,1066541,40.862,25.468,0,194,1354.96,2.197,7.249,987764,41.226,24.435,0,195,1367.01,2.224,7.991,996553
8,8,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,151.223,122.643,12.909,26.727,22.568,8.532,92.303,0.126,26.783,12854,1555330,65.545,101.727,93.698,12.796,2.645,0.378,0.528,205.835,116.977,15.818,27.727,24.674,10.622,93.778,0.189,27.745,17495.9,2117010,60.727,128.909,87.934,13.859,2.323,0.43,0.656,CPER,4,8,59.772,36.221,3,199,1573.99,1.804,3.602,1147441,57.376,35.107,4,198,1510.91,1.95,4.384,1101451,58.44,33.826,2,197,1538.93,1.994,4.827,1121879,45.236,31.875,1,194,1718.16,2.43,6.771,1252541,42.096,31.113,0,190,1598.89,2.53,7.621,1165588,42.422,30.18,0,189,1611.28,2.587,8.199,1174625
11,12,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,200.347,150.606,18.364,24.545,22.647,11.264,84.852,0.111,25.888,17029.5,2060570,127.909,106.545,110.344,17.588,2.011,0.497,0.585,197,145.76,18.091,24,23.036,10.889,79.067,0.117,26.729,16745,2026140,126.091,124.091,53.715,17.647,2.116,0.473,0.565,CPER,4,12,47.6,26.561,1,179,1611.29,1.967,4.997,1174631,45.944,25.07,1,178,1555.22,1.975,5.621,1133758,47.513,24.06,3,178,1608.35,1.883,5.602,1172485,49.244,33.659,0,199,2113.39,2.101,4.938,1540661,45.568,32.78,0,197,1955.62,2.21,5.732,1425646,45.611,31.737,0,198,1957.44,2.295,6.397,1426972
6,9,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,234.124,158.73,19.636,33.091,24.603,12.116,90.828,0.117,33.427,19900.5,2407960,19.091,103.455,98.13,19.273,2.031,0.492,0.519,249.579,171.301,18.273,32.818,25.223,12.599,86.363,0.107,33.779,21214.2,2566920,9,135,76.3,18.252,2.002,0.499,0.538,CPER,4,9,54.371,32.087,1,206,2215.57,1.908,3.905,1615148,52.149,30.57,2,201,2125.01,2.021,4.715,1549135,53.147,29.354,2,200,2165.67,2.035,5.157,1578771,49.301,30.229,2,202,1593.85,2.441,7.679,1161915,45.429,29.379,0,200,1468.68,2.563,9.001,1070668,45.871,28.539,0,200,1482.97,2.622,9.778,1081084
15,13,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,196.711,134.413,17.818,34,24.471,10.235,86.709,0.137,34.366,16720.4,2023170,56,134,98.366,17.046,2.391,0.418,0.505,198.645,129.838,18.364,34.455,25.049,10.097,91.238,0.148,34.718,16884.8,2043060,64.545,167.273,82.931,17.174,2.481,0.403,0.514,CPER,4,13,67.789,53.975,3,209,2555.44,1.741,1.628,1862916,66.239,53.633,3,208,2496.99,1.789,1.794,1820304,67.177,52.478,3,207,2532.37,1.8,1.865,1846099,62.346,54.598,0,211,2351.87,1.786,1.84,1714515,59.566,54.592,0,211,2247,1.837,2.018,1638060,60.106,53.597,0,211,2267.39,1.858,2.107,1652927
13,18,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,200.893,152.522,16,30.636,23.244,11.004,81.623,0.109,31.358,17075.9,2066180,13.364,172.273,76.931,15.722,2.112,0.473,0.61,206.273,154.704,17.182,30.545,23.63,11.114,83.138,0.108,30.572,17533.2,2121520,13.182,164.818,87.614,16.325,2.126,0.47,0.614,CPER,4,18,50.082,26.597,2,193,1697.77,2.164,6.688,1237673,47.977,25.342,2,190,1626.4,2.239,7.823,1185648,49.323,24.553,3,189,1672.03,2.158,8.062,1218908,48.362,39.676,0,198,2054.31,2.213,4.627,1497591,45.713,39.242,0,197,1941.79,2.322,5.208,1415564,46.978,38.029,0,196,1995.5,2.415,5.709,1454718
19,14,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,238.19,118.327,13.636,33.182,27.144,11.173,94.1,0.214,33.444,20246.2,2449780,155.727,135.182,97.183,13.417,2.429,0.412,0.745,231.669,114.097,13.727,31.545,27.218,10.837,86.897,0.224,31.754,19691.9,2382720,154,167.636,83.424,13.49,2.512,0.398,0.739,CPER,4,14,58.603,43.056,0,210,2527.98,2.198,4.037,1842894,56.363,42.194,2,205,2431.35,2.276,4.435,1772458,57.369,40.298,2,201,2474.75,2.28,4.601,1804090,46.577,31.092,0,197,1634.74,2.322,6.768,1191726,43.107,30.202,0,195,1512.93,2.432,7.743,1102927,43.053,29.332,0,195,1511.04,2.501,8.469,1101551
14,17,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,188.413,113.722,16,27,22.111,10.849,87.113,0.183,27.349,16015.1,1937830,35.727,168.455,78.69,15.62,2.038,0.491,0.632,193.182,113.015,15.818,26.818,22.908,10.737,74.196,0.19,27.115,16420.5,1986880,39.273,164.455,81.517,15.63,2.133,0.469,0.649,CPER,4,17,58.198,41.808,2,198,2015.13,1.811,2.32,1469028,55.664,41.104,3,199,1927.41,1.89,2.679,1405078,56.45,39.993,3,196,1954.61,1.91,2.853,1424911,42.286,24.864,0,183,1424.22,2.182,6.512,1038254,39.328,24.001,0,183,1324.59,2.174,7.142,965625,39.928,23.068,0,185,1344.78,2.189,7.799,980345
18,16,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,178.132,165.977,19.364,29.909,22.193,10.22,86.7,0.081,31.192,15141.2,1832090,124.818,170.455,71.829,19.33,2.172,0.46,0.398,200.62,142.39,19.091,30.909,23.193,11.014,83.9,0.124,31.032,17052.7,2063380,134.818,138.091,96.729,17.591,2.106,0.475,0.508,CPER,4,16,52.594,26.33,4,193,1582.73,2.254,6.588,1153814,51.313,24.881,5,190,1544.17,2.372,7.929,1125703,52.346,23.927,4,192,1575.26,2.371,8.554,1148367,56.231,46.522,0,208,1993.3,1.985,3.002,1453112,51.42,46.834,0,206,1822.76,2.039,3.261,1328791,51.234,46.229,0,206,1816.18,2.085,3.484,1323997
17,19,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,235.826,160.126,22.818,25.727,23.731,12.653,102.079,0.116,31.614,20045.2,2425480,103.091,145,130.101,17.16,1.876,0.533,0.644,239.314,130.686,15.636,33.727,25.004,12.186,94.571,0.176,33.943,20341.7,2461340,104.364,173.273,83.541,15.599,2.052,0.487,0.661,CPER,4,19,46.276,21.896,0,178,1819.5,1.643,4.596,1326417,45.055,20.559,1,174,1771.49,1.586,4.868,1291416,47.862,19.949,2,179,1881.83,1.323,4.155,1371857,40.516,26.272,0,187,1547.34,2.366,7.396,1128009,37.695,25.449,0,187,1439.61,2.435,8.379,1049477,40.727,23.633,1,188,1555.39,2.633,9.872,1133881
16,15,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,225.628,136.048,18.727,26.182,24.573,11.691,86.308,0.153,26.28,19178.4,2320580,85.818,140.364,94.961,17.819,2.102,0.476,0.628,226.479,145.695,17.182,29.364,25.347,11.377,84.108,0.134,31.154,19250.7,2329340,78.636,170.182,69.503,17.182,2.228,0.449,0.572,CPER,4,15,45.436,24.091,0,181,1728.05,1.992,5.679,1259747,44.271,22.973,1,180,1683.77,2.062,6.537,1227470,47.782,21.957,4,183,1817.27,1.957,6.477,1324792,52.037,40.483,0,202,2150.13,2.132,4.211,1567446,48.861,40.175,0,201,2018.93,2.203,4.627,1471801,48.811,39.452,0,201,2016.85,2.24,4.885,1470281
21,21,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,225.182,175.502,22.091,35.182,25.169,11.392,90.892,0.092,35.463,19140.5,2316000,31.636,200.909,82.784,20.511,2.209,0.453,0.433,225.19,180.443,21.909,33.545,25.478,11.254,101.729,0.087,35.164,19141.2,2316080,52.909,166.273,107.451,18.719,2.264,0.442,0.463,CPER,4,21,47.634,26.681,1,188,1818.97,1.815,3.561,1326033,45.23,25.229,1,186,1727.19,1.85,3.999,1259119,46.694,24.303,1,183,1783.09,1.728,3.918,1299874,43.274,25.978,0,170,1635.1,1.873,4.222,1191987,39.833,24.388,0,168,1505.09,1.829,4.454,1097212,39.841,23.055,0,166,1505.38,1.79,4.74,1097424
20,22,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,225.091,166.682,25.455,32.636,23.191,12.358,94.864,0.102,35.063,19132.7,2315060,5.182,199.818,68.557,23.929,1.877,0.533,0.464,225.785,181.195,24.636,34,23.625,12.168,86.965,0.086,35.148,19191.7,2322200,22.818,168.545,104.683,23.92,1.942,0.515,0.447,CPER,4,22,47.277,27.944,2,191,1798.72,2.208,6.192,1311265,45.373,26.231,1,189,1726.29,2.267,7.298,1258467,46.586,25.136,2,189,1772.45,2.192,7.57,1292115,42.751,22.621,0,182,1519,1.827,4.731,1107349,39.601,21.103,0,181,1407.06,1.749,4.862,1025750,39.616,19.953,0,182,1407.57,1.65,5.045,1026122
22,20,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.PASELO.01,CPER_002.20160714,PASELO,Carabidae,Scaratinae,Pasimachini,Pasimachini,Pasimachini,Pasimachus,depressus,elongatus,Pasimachus elongatus,206.595,158.01,17.182,35.455,26.019,10.11,88.691,0.104,36.663,17560.6,2124830,66,165.545,105.828,14.78,2.574,0.389,0.543,213.579,168.115,15.818,36.545,26.538,10.247,96.461,0.095,37.159,18154.2,2196660,65.455,206.636,79.57,14.372,2.59,0.386,0.537,CPER,4,20,48.946,20.853,1,197,1681.48,1.73,5.126,1225796,47.339,19.234,3,194,1626.3,1.537,4.926,1185569,49.165,18.849,2,196,1689,1.144,3.724,1231282,46.295,30.552,0,206,1778.72,2.118,5.121,1296687,42.506,29.688,0,206,1633.14,2.223,6.04,1190559,42.313,28.682,0,206,1625.71,2.307,6.837,1185141
26,26,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.CHLTOM.01,CPER_002.20160714,CHLTOM,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,tomentosus,tomentosus,Chlaenius tomentosus,69.736,90.143,17.636,15.909,12.161,7.301,104.033,0.108,18.54,5927.52,717230,47.727,242.818,58.024,14.03,1.666,0.6,0.429,70.876,86.756,16,16,12.427,7.262,98.012,0.118,18.539,6024.46,728960,59.273,223.182,120.337,14.065,1.711,0.584,0.443,CPER,4,26,57.088,22.914,24,156,663.439,1.827,2.926,483647,50.626,21.736,19,152,588.346,1.768,2.666,428904,48.501,20.867,16,153,563.653,1.835,3.064,410903,52.86,35.628,9,188,632.221,2.046,3.588,460889,46.421,32.237,6,186,555.211,2.156,4.428,404749,42.377,27.448,0,187,506.84,2.677,8.744,369486
25,25,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.CHLTOM.01,CPER_002.20160714,CHLTOM,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,tomentosus,tomentosus,Chlaenius tomentosus,66.041,42.379,7.636,14.636,13.448,6.253,99.714,0.462,14.718,5613.51,679235,40.273,225.727,96.028,7.178,2.151,0.465,0.861,64.884,38.194,7.727,13.364,12.94,6.385,73.726,0.559,13.604,5515.17,667335,41.545,236.727,79.216,6.882,2.027,0.493,0.891,CPER,4,25,53.302,21.286,26,184,590.049,2.636,9.042,430146,46.547,20.595,23,181,515.272,2.866,10.868,375633,44.641,19.747,22,181,494.171,3.199,13.558,360251,52.08,35.084,8,196,595.882,2.274,5.205,434398,48.007,34.323,5,193,549.277,2.416,6.027,400423,47.415,33.724,2,193,542.51,2.51,6.635,395490
23,23,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.CHLTOM.01,CPER_002.20160714,CHLTOM,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,tomentosus,tomentosus,Chlaenius tomentosus,68.868,67.603,7.818,15,13.733,6.385,81.378,0.189,15.099,5853.76,708305,10.727,223.818,96.569,7.818,2.151,0.465,0.706,65.826,56.244,9.091,14,13.421,6.245,83.925,0.261,14.677,5595.25,677025,11.909,236.455,57.393,7.625,2.149,0.465,0.719,CPER,4,23,50.909,24.614,19,177,587.095,1.96,4.062,427992,46.472,23.612,14,174,535.923,2.048,4.634,390688,45.46,22.669,11,174,524.252,2.125,5.342,382180,49.141,28.895,3,184,587.195,2.024,4.374,428065,45.038,26.733,1,178,538.173,2.144,5.507,392328,44.507,25.726,0,179,531.824,2.219,6.34,387700
24,24,CPER_04_DORSAL.tif,CPER,4,Dorsal,CPER_002.20160714.CHLTOM.01,CPER_002.20160714,CHLTOM,Carabidae,Harpalinae,Pterostichitae,Chlaeniini,Chlaeniini,Chlaenius,tomentosus,tomentosus,Chlaenius tomentosus,68.76,59.192,8.636,14.182,12.961,6.755,79.529,0.247,14.496,5844.63,707200,25.636,238.455,78.056,8.575,1.919,0.521,0.765,70.496,53.296,8.545,13,13.01,6.899,76.808,0.312,13.224,5992.15,725050,28.818,236.545,71.565,7.364,1.886,0.53,0.884,CPER,4,24,67.812,33.302,15,180,840.538,1.596,1.547,612752,60.629,32.856,9,171,751.501,1.685,1.904,547844,57.08,32.025,8,170,707.512,1.833,2.525,515776,47.487,26.972,7,182,526.004,2.679,8.027,383457,42.998,25.973,1,177,476.277,2.818,9.147,347206,42.58,25.537,1,178,471.65,2.891,9.794,343833
1,1,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_005.N.20160714.SELPLA.01,CPER_005.20160714,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,9.595,15.705,2.545,5.636,5.554,2.2,78.768,0.489,5.799,815.579,98685,79.545,93.636,76.399,2.414,2.525,0.396,0.871,9.521,14.667,2.455,5.636,5.505,2.202,86.367,0.556,5.672,809.256,97920,77.545,93.909,83.558,2.455,2.5,0.4,0.891,CPER,5,1,73.913,24.94,38,154,119.438,1.107,0.464,87070,66.37,23.63,32,146,107.248,1.126,0.519,78184,63.113,22.172,30,141,101.985,1.227,0.797,74347,66.054,24.296,34,152,104.653,1.647,2.013,76292,56.45,22.046,29,137,89.438,1.734,2.308,65200,52.037,20.337,26,127,82.446,1.782,2.501,60103
11,6,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,11.033,16.636,2.455,6.545,6.443,2.18,92.405,0.501,6.568,937.81,113475,119.091,118.818,94.764,2.455,2.955,0.338,0.897,10.198,15.745,2.182,6.455,6.364,2.04,87.025,0.517,6.478,866.86,104890,119.636,123.545,85.17,2.182,3.119,0.321,0.916,CPER,5,6,78.319,21.313,30,149,143.638,0.748,0.453,104712,71.087,19.488,27,135,130.374,0.786,0.528,95043,65.799,18.839,22,127,120.676,0.811,0.54,87973,63.389,19.428,36,154,128.69,1.61,2.771,93815,54.414,18.093,30,131,110.471,1.803,3.269,80533,49.705,17.143,25,120,100.909,1.968,3.845,73563
10,10,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,8.86,13.927,2.455,5.364,5.434,2.076,99.912,0.574,5.582,753.058,91120,111.091,119.091,106.074,2.212,2.617,0.382,0.907,8.587,13.519,2.364,5.273,5.327,2.053,78.211,0.59,5.495,729.876,88315,111.818,122.818,73.664,2.221,2.595,0.385,0.911,CPER,5,10,75.487,20.105,37,152,111.108,1.071,1.003,80998,70.063,18.319,34,144,103.125,1.088,0.983,75178,64.571,17.729,34,142,95.041,1.22,1.114,69285,65.502,24.766,28,158,113.663,1.261,1.314,82860,56.119,21.863,26,142,97.38,1.416,1.738,70990,52.14,20.187,22,134,90.476,1.52,2.203,65957
9,3,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,12.826,20.711,2.545,7.818,7.392,2.209,98.332,0.376,7.894,1090.25,131920,104.818,118.455,97.943,2.417,3.346,0.299,0.901,12.529,19.868,3.364,7.545,7.285,2.19,72.09,0.399,7.907,1064.96,128860,104,125.636,72.607,2.364,3.327,0.301,0.898,CPER,5,3,72.271,25.342,30,158,154.653,1.088,0.426,112742,65.483,23.019,27,139,140.128,1.059,0.363,102153,62.099,21.418,24,136,132.888,1.12,0.608,96875,66.449,20.798,36,141,94.797,1.366,1.326,69107,58.691,19.732,31,131,83.73,1.499,1.81,61039,55.038,18.797,29,122,78.519,1.666,2.401,57240
8,11,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,8.306,14.836,2.727,4.818,4.718,2.241,101.216,0.474,4.961,705.992,85425,97.818,119.545,103.782,2.676,2.105,0.475,0.798,8.364,13.049,2.182,5.182,5.147,2.069,98.144,0.617,5.261,710.909,86020,99,118.727,99.951,2.182,2.488,0.402,0.916,CPER,5,11,76.294,22.956,39,159,106.121,1.244,1.016,77362,69.069,20.977,32,152,96.071,1.24,0.991,70036,64.946,19.959,29,150,90.336,1.285,1.229,65855,62.735,21.219,32,145,99.481,1.521,2.011,72522,55.128,19.908,26,131,87.418,1.696,2.571,63728,51.969,18.327,27,120,82.409,1.805,2.985,60076
2,9,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,12.165,19.257,2.545,6.636,6.538,2.369,97.354,0.412,6.711,1034.05,125120,59.818,119,98.569,2.545,2.76,0.362,0.862,12.231,17.106,2.545,6.636,6.619,2.353,86.623,0.525,6.687,1039.67,125800,59.364,125.727,82.972,2.533,2.813,0.355,0.89,CPER,5,9,76.206,19.979,44,155,155.444,1.403,1.663,113319,70.328,18.378,38,148,143.453,1.414,1.825,104577,64.95,18.776,33,146,132.484,1.473,1.878,96581,67.925,20.296,34,137,87.026,1.062,0.893,63442,57.823,18.976,29,126,74.084,1.413,1.954,54007,52.829,18.026,25,120,67.684,1.685,2.84,49342
4,5,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,9.479,16.037,2.455,6.091,5.759,2.096,86.928,0.463,6.108,805.744,97495,74.727,124.818,85.732,2.286,2.748,0.364,0.836,10.38,15.718,3.091,5.727,5.821,2.271,71.969,0.528,6.129,882.314,106760,72.909,125,69.146,2.581,2.563,0.39,0.881,CPER,5,5,75.653,22.075,36,172,119.757,0.94,0.692,87303,69.101,20.995,32,167,109.385,1.002,0.85,79742,64.548,20.095,29,164,102.178,1.087,1.07,74488,64.985,21.268,26,138,90.213,1.131,1.129,65765,56.538,20.605,24,127,78.486,1.395,1.65,57216,53.32,19.7,25,119,74.019,1.448,1.795,53960
7,2,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,8.793,14.632,2.273,5.909,5.453,2.053,90.415,0.516,5.92,747.438,90440,91.818,124.091,86.479,2.217,2.656,0.377,0.895,8.355,13.842,3,5,5.284,2.013,114.981,0.548,5.57,710.207,85935,92.455,119.455,116.147,2.194,2.624,0.381,0.893,CPER,5,2,72.644,22.03,28,151,106.126,0.728,0.703,77366,66.699,20.512,26,135,97.44,0.729,0.634,71034,62.119,19.266,22,121,90.75,0.789,0.797,66157,67.824,21.703,38,169,115.553,1.749,3.108,84238,57.827,20.615,29,164,98.52,1.89,3.686,71821,53.231,19.891,19,157,90.69,1.911,3.834,66113
6,8,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,7.736,14.987,2.273,5.273,4.797,2.053,82.457,0.433,5.336,657.521,79560,86.818,124.182,81.18,2.273,2.336,0.428,0.845,7.719,12.419,3,4.636,5.109,1.924,116.135,0.629,5.166,656.116,79390,86.545,119.818,118.369,2.075,2.656,0.377,0.914,CPER,5,8,76.613,23.369,40,152,98.997,1.182,0.579,72169,70.236,21.258,37,143,90.757,1.112,0.384,66162,66.67,19.836,36,140,86.15,1.16,0.562,62803,62.419,21.417,32,149,86.565,1.533,2.115,63106,55.024,19.118,28,129,76.309,1.815,3.155,55629,51.693,17.526,28,120,71.69,1.997,3.996,52262
3,4,CPER_05_DORSAL.tif,CPER,5,Dorsal,CPER_002.20160602.SELPLA.01,CPER_002.20160602,SELPLA,Carabidae,Harpalinae,Harpalitae,Harpalini,Harpalina,Selenophorus,planipennis,planipennis,Selenophorus planipennis,10.124,18.25,2.818,5.636,5.359,2.405,94.524,0.382,5.683,860.537,104125,67.091,118.636,97.352,2.818,2.228,0.449,0.871,10.43,16.024,2.636,5.909,5.697,2.331,95.035,0.51,5.934,886.529,107270,68,120.818,95.274,2.579,2.444,0.409,0.902,CPER,5,4,71.758,21.514,36,154,120.58,1.545,2.223,87903,65.345,18.976,33,132,109.805,1.506,1.994,80048,61.824,16.856,31,120,103.889,1.558,2.185,75735,67.905,25.402,33,158,141.584,1.26,0.714,103215,58.876,23.243,26,137,122.76,1.355,0.957,89492,55.741,21.285,24,132,116.224,1.474,1.426,84727
